Dates;ABI BB Equity;AD NA Equity;ADS GY Equity;AI FP Equity;AIR FP Equity;AMS SQ Equity;ASML NA Equity;BAS GY Equity;BAYN GY Equity;BBVA SQ Equity;BMW GY Equity;BN FP Equity;BNP FP Equity;CRH ID Equity;CS FP Equity;DAI GY Equity;DG FP Equity;DPW GY Equity;DTE GY Equity;EL FP Equity;ENEL IM Equity;ENGI FP Equity;ENI IM Equity;FP FP Equity;FRE GY Equity;GLE FP Equity;IBE SQ Equity;INGA NA Equity;ISP IM Equity;ITX SQ Equity;KER FP Equity;LIN GY Equity;MC FP Equity;MUV2 GY Equity;NOKIA FH Equity;OR FP Equity;ORA FP Equity;PHIA NA Equity;SAF FP Equity;SAN FP Equity;SAN SQ Equity;SAP GY Equity;SIE GY Equity;SU FP Equity;TEF SQ Equity;URW NA Equity;VIV FP Equity;VOW3 GY Equity;SX5E Index
26/08/2019 10:30;85,05;20,71;261,5;123,1;122,86;66,28;192,36;58,21;66,49;4,302;58,92;79;40,695;29,41;21,295;40,975;96,4;28,995;14,788;133,2;6,251;13,41;13,224;43,93;43,955;22,675;9,238;8,55;1,9404;26,88;429,4;166,4;356,5;218,5;4,512;237,3;13,455;41,52;128,85;77,23;3,5075;105,96;88,24;73,78;6,015;122,75;25,34;141,52;3348,06
26/08/2019 10:40;85,09;20,795;261,4;123,05;122,96;66,2;192,08;58,2;66,43;4,293;58,85;79,02;40,695;29,31;21,325;40,94;96,38;28,985;14,8;133;6,262;13,42;13,236;43,945;43,985;22,695;9,242;8,547;1,9356;26,84;428,15;166,7;356,35;218,5;4,5115;237,4;13,465;41,54;128,8;77,25;3,504;105,8;88,21;73,78;6,018;122,75;25,32;141,42;3347,62
26/08/2019 10:50;85,23;20,815;261,25;123,4;123,12;66,3;192,2;58,22;66,48;4,29;58,81;79,14;40,665;29,3;21,345;40,945;96,8;29,035;14,818;133,05;6,271;13,435;13,246;43,925;43,95;22,675;9,262;8,539;1,9336;26,89;427,9;167,25;356,5;219;4,5085;237,4;13,46;41,53;129,1;77,2;3,497;105,98;88,27;73,92;6,038;122,95;25,35;141,46;3350,54
26/08/2019 11:00;85,02;20,81;260,6;123,2;122,88;66,2;191,94;57,96;66,32;4,2775;58,77;79;40,54;29,2;21,35;40,845;96,76;28,985;14,806;132,65;6,252;13,42;13,216;43,89;43,82;22,595;9,254;8,511;1,9254;26,88;426,95;166,7;355,65;218,7;4,499;237,3;13,455;41,505;128,65;76,94;3,488;106;88,23;73,76;6,029;122,9;25,34;141,12;3344,36
26/08/2019 11:10;85,04;20,78;261,05;123,3;122,92;66,18;192,16;58,02;66,3;4,2735;58,8;79,18;40,56;29,23;21,345;40,9;96,96;28,97;14,794;132,7;6,248;13,44;13,206;43,92;43,755;22,615;9,248;8,525;1,9252;26,87;427,1;166,95;355,95;218,5;4,5015;237,6;13,45;41,52;128,7;76,99;3,489;106,02;88,3;73,88;6,022;122,7;25,36;141,14;3345,74
26/08/2019 11:20;85;20,795;261,05;123,35;122,9;66,16;192,24;58,07;66,33;4,2755;59,07;79,18;40,6;29,26;21,34;41,065;96,86;28,985;14,788;132,8;6,244;13,425;13,198;43,885;43,765;22,635;9,24;8,527;1,9264;26,85;427,85;167;356,1;218,5;4,506;237,9;13,445;41,47;128,8;77;3,487;105,96;88,31;73,94;6,017;122,9;25,38;141,64;3346,21
26/08/2019 11:30;85,08;20,8;262,1;123,7;123,22;66,42;192,58;58,25;66,56;4,2985;59,48;79,28;40,77;29,48;21,405;41,36;97,16;29,115;14,81;133;6,276;13,465;13,262;44,04;43,935;22,735;9,26;8,565;1,9348;26,96;428,95;167,45;356,8;219,1;4,52;238,3;13,475;41,56;129,05;77,15;3,504;106,4;88,67;74,24;6,043;123,05;25,43;142,32;3356,67
26/08/2019 11:40;85,17;20,82;262,35;123,75;123,46;66,54;193,14;58,28;66,6;4,3015;59,53;79,36;40,8;29,45;21,41;41,44;97,26;29,155;14,83;132,95;6,287;13,475;13,27;44,03;43,965;22,755;9,262;8,561;1,9382;26,95;429,2;167,65;357,15;219,3;4,5305;238,5;13,48;41,56;129,15;77,28;3,5085;106,6;88,71;74,32;6,055;123,25;25,45;142,38;3359,93
26/08/2019 11:50;84,91;20,79;261,55;123,35;122,84;66,26;191,66;57,87;66,29;4,2775;59,38;79,16;40,575;29,19;21,315;41,245;96,8;29,005;14,818;132,15;6,276;13,435;13,218;43,84;43,68;22,61;9,26;8,51;1,9316;26,89;426,25;166,95;354,6;218,8;4,494;237,8;13,455;41,41;128,35;77,04;3,489;106,32;88,27;73,78;6,03;123,15;25,36;141,76;3345,6
26/08/2019 12:00;85,19;20,815;261,7;123,4;123,08;66,42;192,24;57,95;66,37;4,291;59,43;79,28;40,67;29,21;21,34;41,43;96,82;29,05;14,83;132,45;6,278;13,45;13,242;43,91;43,8;22,68;9,26;8,529;1,9354;26,94;427,8;166,85;355,8;218,9;4,5095;238,2;13,475;41,51;128,75;77,1;3,499;106,56;88,34;74,04;6,044;123,2;25,37;142,16;3351,18
26/08/2019 12:10;85,29;20,81;262,25;123,5;123,24;66,5;192,58;58,1;66,53;4,3065;59,67;79,32;40,78;29,31;21,37;41,52;96,92;29,1;14,842;132,6;6,294;13,45;13,268;43,97;43,865;22,745;9,262;8,549;1,9408;27,04;428,6;167,15;356,55;219;4,524;238,3;13,485;41,545;128,85;77,12;3,507;106,7;88,56;74,12;6,051;123,5;25,42;142,4;3356,44
26/08/2019 12:20;85,21;20,81;262,15;123,45;123,16;66,48;192,4;57,99;66,53;4,296;59,62;79,28;40,745;29,27;21,355;41,455;96,72;29,09;14,836;132,65;6,295;13,435;13,258;43,925;43,84;22,73;9,256;8,529;1,9404;27,02;428,5;167,15;356,35;218,8;4,5135;238;13,48;41,52;128,6;77,08;3,502;106,68;88,54;74,04;6,045;122,95;25,41;142,18;3353,7
26/08/2019 12:30;85,16;20,805;261,95;123,3;123,06;66,48;192,22;57,9;66,49;4,295;59,49;79,26;40,695;29,14;21,35;41,37;96,7;29,055;14,826;132,5;6,292;13,435;13,244;43,9;43,815;22,69;9,262;8,521;1,938;27;428,05;166,95;356,15;218,9;4,5075;237,9;13,475;41,51;128,6;77,03;3,5005;106,56;88,48;74,04;6,035;122,9;25,4;142,04;3351,3
26/08/2019 12:40;85,15;20,805;261,75;123,35;123,06;66,46;192,24;57,93;66,42;4,2955;59,63;79,26;40,665;29,23;21,355;41,42;96,72;29,065;14,83;132,35;6,302;13,45;13,254;43,89;43,815;22,69;9,276;8,514;1,9388;27,03;427,8;166,8;355,8;218,9;4,5075;238,3;13,48;41,51;128,45;77,03;3,502;106,6;88,46;74,04;6,047;122,8;25,4;142,16;3352,17
26/08/2019 12:50;85,09;20,81;261,5;123,4;123,06;66,58;192,06;57,86;66,46;4,292;59,56;79,28;40,655;29,23;21,35;41,37;96,66;29,04;14,832;132,35;6,301;13,46;13,254;43,885;43,84;22,68;9,276;8,511;1,94;27;427,65;166,7;355,75;219;4,504;238,4;13,49;41,51;128,55;77,01;3,5035;106,58;88,41;73,96;6,045;122,9;25,39;142,06;3351,18
26/08/2019 13:00;85,27;20,805;261,4;123,4;123,2;66,54;192,42;57,92;66,57;4,3005;59,61;79,38;40,715;29,17;21,355;41,41;96,82;29,05;14,844;132,55;6,312;13,48;13,27;43,93;43,915;22,715;9,282;8,526;1,9416;26,97;427,65;166,85;356;219;4,506;238,6;13,505;41,54;128,55;77,04;3,508;106,72;88,49;74,06;6,048;123;25,4;142,22;3354,29
26/08/2019 13:10;85,23;20,805;261,4;123,4;123,12;66,5;192,36;57,99;66,49;4,2955;59,7;79,36;40,71;29,14;21,345;41,435;96,78;29,03;14,836;132,5;6,315;13,48;13,272;43,915;43,865;22,71;9,286;8,517;1,9406;26,95;427,45;166,85;355,65;218,9;4,5045;238,5;13,495;41,53;128,5;77,09;3,502;106,68;88,47;74,02;6,048;122,8;25,39;142,3;3353,24
26/08/2019 13:20;85,37;20,815;261,75;123,5;123,32;66,56;192,78;58,07;66,43;4,2965;59,78;79,46;40,75;29,19;21,36;41,455;96,84;29,055;14,846;132,65;6,314;13,475;13,282;43,975;43,885;22,725;9,292;8,519;1,942;26,98;427,8;167;356,2;219,1;4,5095;238,9;13,49;41,565;128,55;77,17;3,5025;106,88;88,57;74,1;6,055;123;25,4;142,5;3356,56
26/08/2019 13:30;85,33;20,795;261,5;123,5;123,32;66,58;192,82;58,11;66,49;4,297;59,76;79,42;40,755;29,16;21,365;41,435;96,86;29,065;14,838;132,6;6,311;13,48;13,27;43,975;43,87;22,725;9,292;8,516;1,9404;26,99;427,55;167;356,2;219;4,515;239;13,49;41,56;128,55;77,19;3,503;106,76;88,53;74,16;6,045;123,1;25,39;142,42;3356,09
26/08/2019 13:40;85,27;20,795;261,7;123,5;123,3;66,52;192,74;57,98;66,47;4,292;59,74;79,38;40,685;29,18;21,355;41,39;96,96;29,045;14,828;132,6;6,309;13,48;13,266;43,96;43,82;22,69;9,29;8,505;1,9386;26,99;428,05;166,95;356,2;219;4,508;239,1;13,485;41,525;128,5;77,18;3,4985;106,6;88,42;74,16;6,039;123,2;25,39;142,24;3354,58
26/08/2019 13:50;85,12;20,765;261,3;123,15;123,2;66,42;192,46;57,9;66,33;4,286;59,64;79,26;40,625;29,16;21,32;41,36;96,78;29,015;14,81;132,15;6,303;13,475;13,254;43,905;43,775;22,645;9,276;8,488;1,9364;26,97;427,55;166,55;355,75;218,7;4,502;238,7;13,46;41,485;128,35;77,11;3,4945;106,56;88,35;73,96;6,03;123;25,38;142,08;3349,88
26/08/2019 14:00;85,14;20,755;260,95;123,1;123,06;66,4;192,24;57,85;66,15;4,2825;59,59;79,24;40,595;29,13;21,295;41,31;96,68;28,975;14,794;131,65;6,299;13,45;13,248;43,87;43,685;22,605;9,272;8,486;1,9356;26,96;426,75;166,25;355,1;218,4;4,4995;238,3;13,445;41,425;128,25;77,01;3,4895;106,4;88,32;73,9;6,023;122,85;25,36;142,08;3346,16
26/08/2019 14:10;85,17;20,75;260,25;123,05;122,96;66,32;192,18;57,91;66,19;4,2835;59,7;79,24;40,585;29,16;21,29;41,375;96,62;29;14,786;131,65;6,3;13,45;13,252;43,9;43,77;22,595;9,276;8,486;1,9352;26,94;426,4;166,3;354,6;218,5;4,5025;238;13,45;41,385;128,1;76,94;3,49;106,42;88,35;73,84;6,017;122,8;25,34;142,2;3345,6
26/08/2019 14:20;85,26;20,755;260,2;123,1;123,06;66,38;192,44;58,04;66,3;4,2875;59,83;79,26;40,665;29,16;21,3;41,505;96,68;29,01;14,79;131,45;6,302;13,455;13,254;43,925;43,86;22,625;9,276;8,506;1,9366;26,94;426,6;166,2;354,35;218,5;4,503;238;13,445;41,385;128,1;76,95;3,4955;106,52;88,4;73,88;6,02;122,75;25,34;142,42;3347,83
26/08/2019 14:30;85,24;20,79;260,55;123,2;123,08;66,42;192,48;58,06;66,3;4,29;59,68;79,3;40,655;29,14;21,315;41,38;96,66;29,035;14,804;131,4;6,307;13,455;13,266;43,94;43,89;22,635;9,278;8,503;1,9406;26,94;426,8;166,45;354,55;218,5;4,4985;238,2;13,46;41,405;128,1;77;3,4965;106,44;88,45;73,9;6,02;122,7;25,33;142,24;3348,5
26/08/2019 14:40;85,18;20,805;260,45;123,2;123,08;66,38;192,36;58,01;66,24;4,293;59,65;79,32;40,67;29,14;21,325;41,37;96,62;29,04;14,794;131,15;6,305;13,455;13,264;43,94;43,84;22,64;9,278;8,504;1,9438;26,93;426;166,45;353,95;218,7;4,5;238,2;13,455;41,43;127,85;76,97;3,499;106,48;88,4;73,86;6,022;122,8;25,32;142,24;3347,49
26/08/2019 14:50;85,25;20,835;260,95;123,25;123,22;66,58;192,62;58,05;66,35;4,2975;59,76;79,28;40,7;29,21;21,34;41,405;96,72;29,05;14,79;131,15;6,303;13,47;13,28;44,025;43,905;22,68;9,286;8,506;1,943;26,93;426,95;166,7;354,4;218,8;4,512;238,4;13,47;41,51;128;76,98;3,5035;106,66;88,5;73,98;6,026;123,15;25,35;142,46;3351,4
26/08/2019 15:00;85,38;20,84;260,7;123,25;123,18;66,5;192,68;58,04;66,4;4,3;59,74;79,32;40,715;29,37;21,33;41,395;96,72;29,065;14,8;131,25;6,303;13,48;13,278;44,025;43,94;22,695;9,286;8,511;1,9458;26,92;426,85;166,6;353,9;218,9;4,5135;238,6;13,475;41,535;127,9;76,95;3,502;106,7;88,49;73,96;6,028;123,3;25,36;142,44;3351,72
26/08/2019 15:10;85,37;20,835;261,05;123,3;123,2;66,4;192,42;58,09;66,35;4,3015;59,66;79,32;40,715;29,38;21,335;41,35;96,78;29,055;14,802;131,4;6,314;13,485;13,292;44,06;43,895;22,69;9,29;8,509;1,9474;26,94;426,7;166,75;354,05;219;4,5025;238,7;13,47;41,55;128,1;76,96;3,502;106,62;88,49;74;6,036;123,3;25,36;142,3;3352,18
26/08/2019 15:20;85,18;20,83;261,25;123,25;123,08;66,42;192,24;57,99;66,41;4,2945;59,68;79,34;40,7;29,32;21,33;41,335;96,72;29,055;14,794;131,5;6,313;13,485;13,29;44,025;43,86;22,685;9,29;8,496;1,9486;26,95;425,95;166,45;354,15;219;4,505;238,8;13,45;41,535;128,15;76,82;3,4955;106,74;88,47;74,02;6,032;123,05;25,34;142,2;3351,39
26/08/2019 15:30;85,11;20,825;261;123,25;122,94;66,38;191,86;57,97;66,35;4,2995;59,64;79,44;40,705;29,41;21,325;41,28;96,64;29,05;14,792;131,8;6,316;13,49;13,284;43,995;43,875;22,685;9,294;8,499;1,9504;26,91;425,9;166,1;353,75;218,8;4,502;237,7;13,45;41,5;128;76,82;3,499;106,58;88,5;74,08;6,051;123,05;25,32;142,08;3349,22
26/08/2019 15:40;84,87;20,785;260,7;123,1;122,66;66,28;191,14;57,83;66,26;4,282;59,44;79,3;40,61;29,3;21,29;41,135;96,56;29,04;14,776;131,65;6,312;13,46;13,242;43,87;43,76;22,615;9,286;8,475;1,9474;26,84;424,6;165,95;352,95;218,5;4,4985;237,5;13,425;41,4;127,55;76,7;3,4895;106,42;88,21;73,84;6,038;122,95;25,29;141,74;3342,62
26/08/2019 15:50;84,96;20,79;260,8;123,2;122,86;66,32;192,1;57,9;66,33;4,286;59,51;79,4;40,725;29,27;21,295;41,23;96,68;29,035;14,78;131,75;6,315;13,47;13,262;43,895;43,795;22,665;9,282;8,496;1,951;26,82;425,05;166,15;353,35;218,6;4,506;238,1;13,42;41,455;127,8;76,73;3,4915;106,58;88,29;73,92;6,037;122,85;25,3;142,02;3346,37
26/08/2019 16:00;84,88;20,78;260,3;122,9;122,52;66,34;191,64;57,78;66,25;4,273;59,38;79,34;40,6;29,23;21,255;41,155;96,46;28,985;14,764;131,75;6,313;13,46;13,232;43,79;43,76;22,585;9,268;8,475;1,9464;26,8;423,9;165,7;352,4;218,5;4,496;237,9;13,41;41,4;127,75;76,61;3,484;106,34;88,18;73,78;6,026;122,6;25,3;141,78;3341,09
26/08/2019 16:10;84,89;20,755;259,95;122,7;122,24;66,22;190,94;57,7;66,22;4,267;59,32;79,28;40,56;29,17;21,2;41,07;96,34;28,94;14,772;131,45;6,305;13,45;13,208;43,75;43,765;22,545;9,262;8,465;1,9422;26,76;424;165,4;352,2;218,2;4,491;237,3;13,405;41,365;127,5;76,55;3,482;106,22;88,11;73,62;6,016;122,5;25,32;141,6;3336,37
26/08/2019 16:20;84,91;20,77;260,25;122,65;122,24;66,26;191,12;57,75;66,21;4,263;59,28;79,26;40,48;29,16;21,18;41,095;96,44;28,975;14,774;131,3;6,301;13,435;13,204;43,77;43,785;22,505;9,252;8,455;1,9414;26,74;424,25;165,55;352,35;218,1;4,4865;237,5;13,41;41,35;127,45;76,62;3,478;106,38;88,15;73,46;6,017;122,5;25,34;141,54;3336,95
26/08/2019 16:30;84,97;20,765;260,45;122,7;122,26;66,28;191,22;57,78;66,25;4,267;59,3;79,24;40,495;29,2;21,185;41,09;96,44;28,985;14,754;131,6;6,3;13,44;13,196;43,715;43,805;22,52;9,246;8,461;1,941;26,75;423,95;165,6;352,4;218,2;4,482;237,3;13,405;41,29;127,55;76,48;3,4785;106,26;88,18;73,48;6,018;122,55;25,32;141,68;3336,92
26/08/2019 16:40;84,92;20,775;260,7;123,1;122,46;66,4;191,68;57,85;66,28;4,267;59,34;79,28;40,53;29,22;21,205;41,135;96,54;29,01;14,764;131,7;6,297;13,45;13,202;43,755;43,85;22,5;9,244;8,474;1,9406;26,77;424,5;165,75;352,95;218,3;4,489;237,7;13,415;41,325;127,7;76,56;3,4815;106,42;88,3;73,62;6,024;122,6;25,33;141,7;3339,73
26/08/2019 16:50;84,98;20,765;260,65;123;122,5;66,38;191,7;57,85;66,25;4,2675;59,34;79,32;40,5;29,21;21,175;41,12;96,5;28,98;14,766;131,6;6,303;13,46;13,194;43,73;43,91;22,5;9,248;8,475;1,9414;26,79;424,05;165,8;352,35;218,5;4,49;237,5;13,415;41,33;128;76,68;3,4795;106,48;88,28;73,6;6,029;122,55;25,31;141,6;3339,61
26/08/2019 17:00;85;20,77;260,8;123,1;122,58;66,4;192,1;57,88;66,28;4,278;59,39;79,3;40,535;29,3;21,2;41,14;96,68;28,98;14,784;131,6;6,309;13,46;13,204;43,735;43,845;22,56;9,25;8,484;1,9426;26,81;424,55;166,1;352,55;218,7;4,497;237,8;13,425;41,32;128,1;76,73;3,4865;106,56;88,38;73,6;6,042;122,5;25,33;141,6;3342,66
26/08/2019 17:10;85,02;20,74;261,1;123,25;122,62;66,42;192,1;57,91;66,32;4,276;59,43;79,34;40,53;29,32;21,22;41,205;96,68;28,99;14,796;131,55;6,316;13,46;13,206;43,755;43,865;22,535;9,254;8,48;1,9398;26,83;424,95;165,95;352,95;218,8;4,498;237,9;13,435;41,33;128;76,69;3,485;106,58;88,41;73,7;6,049;122,55;25,34;141,66;3343,62
26/08/2019 17:20;85,13;20,765;261,65;123,45;122,74;66,56;192,42;58,06;66,47;4,285;59,57;79,54;40,565;29,35;21,265;41,34;96,84;29,025;14,82;131,9;6,328;13,49;13,232;43,835;43,975;22,515;9,28;8,497;1,9406;26,91;426,05;166,2;353,65;219;4,5045;238,1;13,45;41,39;128,15;76,8;3,4905;106,74;88,59;73,82;6,07;122,3;25,37;141,84;3349,25
26/08/2019 17:30;85,1;20,745;261,4;123,7;122,84;66,42;192,42;58;66,62;4,276;59,57;79,7;40,55;29,27;21,295;41,33;96,8;28,98;14,812;131,5;6,33;13,5;13,218;43,84;44,04;22,54;9,262;8,483;1,94;26,89;425,05;166,05;353,6;218,6;;238,6;13,435;41,43;128;76,95;3,495;106,72;88,57;73,8;6,057;122,8;25,33;142,18;3348,84
27/08/2019 09:00;84,78;20,695;261,7;122,95;122,48;66,44;191,5;57,76;66,42;4,2815;59,5;79,32;40,255;28,87;21,26;41,085;96,36;28,965;14,826;131,55;6,363;13,49;13,244;43,78;44,035;22,4;9,276;8,439;1,941;26,91;425,65;165,1;353,5;217,8;4,495;237,3;13,435;41,345;127,5;76,76;3,486;106,76;88,03;73,34;6,038;123,25;25,25;141,88;3340,56
27/08/2019 09:10;84,68;20,66;260,85;122,55;122,18;66,36;191;57,62;66,24;4,274;59,4;79,2;40,2;28,88;21,23;41,055;96;28,865;14,782;131;6,377;13,46;13,258;43,71;43,85;22,375;9,256;8,43;1,942;26,86;424,45;164,85;352;217,2;4,47;236,9;13,405;41,325;127,25;76,45;3,4885;106,62;88,05;73,24;6,021;123,2;25,24;142;3334,49
27/08/2019 09:20;84,61;20,63;261,55;122,8;122,22;66,48;191,46;57,67;66,2;4,267;59,34;79,16;40,17;28,95;21,215;41,085;96,12;28,89;14,774;131,45;6,387;13,485;13,288;43,795;43,785;22,325;9,268;8,419;1,9406;26,92;426,15;164,8;352,95;216,9;4,468;237,2;13,42;41,345;127,35;76,48;3,488;106,68;88,21;73,26;6,026;123,2;25,22;142,02;3336,97
27/08/2019 09:30;84,79;20,675;261,55;122,95;122,28;66,5;191,72;57,73;66,2;4,2695;59,44;79,3;40,26;29,02;21,235;41,21;96,02;28,865;14,75;131,8;6,379;13,485;13,306;43,835;43,775;22,4;9,254;8,454;1,9454;27;427,15;164,7;353,4;216,6;4,467;237,3;13,4;41,355;127,45;76,51;3,4945;106,68;88,24;73,34;6,025;123,1;25,15;142,54;3339,43
27/08/2019 09:40;84,71;20,585;261,4;122,7;122,26;66,34;191,52;57,77;66,26;4,273;59,39;79,16;40,31;29,05;21,225;41,21;96,12;28,885;14,738;132,05;6,392;13,485;13,316;43,82;43,71;22,41;9,252;8,451;1,9472;26,95;426,8;164,45;353,35;216,1;4,475;237;13,4;41,345;127,3;76,44;3,494;106,6;88,25;73,36;6,045;123,1;25,16;142,54;3338,41
27/08/2019 09:50;84,88;20,615;262,4;122,9;122,46;66,24;191,98;57,92;66,37;4,2845;59,57;79,18;40,365;29,04;21,255;41,38;96,24;28,945;14,746;132,6;6,401;13,475;13,352;43,94;43,96;22,45;9,246;8,473;1,9514;26,94;427,8;164,85;354,3;216,3;4,4845;237;13,4;41,39;127,45;76,39;3,504;106,62;88,44;73,5;6,053;123,3;25,13;142,88;3343,52
27/08/2019 10:00;84,94;20,67;262,4;122,95;122,36;66,08;191,84;57,96;66,56;4,286;59,65;79,22;40,435;29,03;21,265;41,47;96,24;28,955;14,772;132,3;6,395;13,505;13,354;44,005;43,85;22,455;9,242;8,487;1,9514;26,93;427,4;165,05;354,3;216,5;4,47;236,8;13,42;41,35;127,25;76,54;3,51;106,74;88,57;73,52;6,063;123,45;25,14;143,12;3344,91
27/08/2019 10:10;84,97;20,655;262,25;122,9;122,22;65,96;191,7;57,98;66,57;4,289;59,65;79,26;40,425;28,96;21,25;41,42;96,22;28,96;14,768;132,5;6,392;13,48;13,34;43,94;43,855;22,48;9,23;8,484;1,9496;26,92;427,9;164,8;354,55;216,3;4,461;237;13,415;41,365;127;76,59;3,508;106,76;88,55;73,5;6,056;123,15;25,13;143,22;3343,61
27/08/2019 10:20;84,88;20,655;261,95;122,9;122,1;66,04;191,4;57,98;66,5;4,282;59,49;79,3;40,355;28,99;21,235;41,28;96,2;28,945;14,782;132,55;6,408;13,495;13,332;43,88;43,875;22,43;9,246;8,46;1,9478;26,94;427,4;164,65;354,55;216,3;4,4755;237,3;13,41;41,34;126,95;76,6;3,501;106,72;88,62;73,42;6,051;123,1;25,15;142,78;3342,19
27/08/2019 10:30;84,75;20,615;261,3;122,65;121,8;65,98;191,06;57,77;66,52;4,2705;59,48;79,18;40,315;28,94;21,195;41,24;95,98;28,88;14,766;132,45;6,402;13,485;13,324;43,84;43,785;22,4;9,23;8,45;1,9452;26,87;426,25;164,25;353,55;216;4,4725;236,4;13,41;41,285;126,7;76,5;3,4955;106,66;88,39;73,3;6,05;122,75;25,11;142,68;3336,62
27/08/2019 10:40;84,8;20,63;261,25;122,55;121,86;66,14;191,32;57,73;66,41;4,2685;59,38;79,14;40,3;28,97;21,2;41,205;96,08;28,87;14,764;132,6;6,401;13,465;13,334;43,845;43,755;22,385;9,226;8,459;1,948;26,9;426,4;164,35;353,8;216,1;4,4785;236,5;13,41;41,325;126,8;76,56;3,496;106,84;88,42;73,36;6,05;122,4;25,1;142,5;3337,44
27/08/2019 10:50;84,95;20,63;261,3;122,65;122;66,2;191,46;57,78;66,46;4,277;59,39;79,18;40,315;28,98;21,195;41,255;96,24;28,885;14,764;132,65;6,405;13,47;13,34;43,885;43,765;22,4;9,23;8,477;1,9498;26,9;426,95;164,55;354,2;216,1;4,473;236,5;13,405;41,365;126,85;76,54;3,501;106,82;88,55;73,4;6,058;122,6;25,12;142,64;3339,6
27/08/2019 11:00;85,27;20,65;261,65;122,9;122,22;66,34;192,74;58,05;66,76;4,293;59,86;79,3;40,4;29,02;21,215;41,635;96,54;28,975;14,794;133;6,41;13,495;13,378;43,98;43,83;22,515;9,248;8,502;1,95;26,98;428,15;164,85;355;216,5;4,4925;237,2;13,42;41,405;127,05;76,68;3,51;107,2;88,74;73,54;6,082;122,7;25,16;143,92;3348,87
27/08/2019 11:10;85,25;20,665;261,55;122,9;122,18;66,36;192,38;58,12;66,76;4,2965;60;79,36;40,39;28,94;21,205;41,67;96,54;28,985;14,794;132,85;6,408;13,49;13,378;43,95;43,815;22,53;9,248;8,514;1,9516;26,97;427,75;164,9;354,95;216,4;4,492;237,1;13,435;41,425;127;76,77;3,518;107,14;88,83;73,48;6,089;122,65;25,16;143,68;3348,69
27/08/2019 11:20;85,14;20,65;261,65;122,85;122,08;66,32;192,04;58;66,8;4,2915;59,8;79,34;40,3;28,93;21,19;41,64;96,52;28,985;14,78;132,85;6,394;13,47;13,332;43,9;43,76;22,48;9,236;8,514;1,9404;26,98;428;164,65;354,8;216,3;4,487;237,2;13,425;41,405;126,9;76,7;3,5095;107,16;88,62;73,42;6,089;122,6;25,16;143,36;3345,52
27/08/2019 11:30;85,22;20,67;262,45;123;122,42;66,44;192,34;58,09;66,83;4,2965;60;79,42;40,36;28,99;21,21;41,7;96,68;29,05;14,772;133,35;6,405;13,46;13,362;43,995;43,78;22,505;9,252;8,527;1,9474;27,01;429,2;164,95;355,7;216,5;4,486;237,6;13,43;41,47;127;76,79;3,5105;107,32;88,91;73,66;6,09;122,7;25,2;143,76;3350,88
27/08/2019 11:40;85,29;20,655;262,45;122,9;122,48;66,52;192,32;58,18;66,74;4,2895;59,95;79,42;40,33;28,96;21,2;41,665;96,58;29,03;14,766;133,3;6,387;13,455;13,346;43,97;43,78;22,48;9,25;8,523;1,9408;27,01;429,25;164,8;356,1;216,3;4,4875;237,7;13,425;41,515;127,2;76,82;3,505;107,36;88,9;73,74;6,08;122,85;25,18;143,6;3350,08
27/08/2019 11:50;85,24;20,65;261,9;122,85;122,32;66,5;192,42;58,2;66,74;4,2875;59,98;79,38;40,35;28,94;21,205;41,715;96,54;29,005;14,758;133,05;6,383;13,465;13,35;43,95;43,755;22,495;9,242;8,532;1,9444;26,99;428,75;164,6;355,95;216,1;4,4865;237,5;13,425;41,515;127,05;76,75;3,507;107,34;88,85;73,68;6,08;122,9;25,17;143,46;3348,64
27/08/2019 12:00;85,33;20,665;262,7;123;122,56;66,62;192,84;58,34;66,82;4,294;60,11;79,54;40,41;28,99;21,22;41,865;96,68;29,08;14,77;133,2;6,406;13,49;13,374;44,005;43,85;22,53;9,25;8,541;1,9496;27,01;429,8;164,95;356,8;216,5;4,4915;238,2;13,435;41,605;127,25;76,84;3,514;107,56;88,93;73,74;6,09;122,9;25,21;143,82;3354,48
27/08/2019 12:10;85,41;20,685;262,4;123;122,48;66,66;192,8;58,29;66,8;4,296;59,96;79,54;40,41;28,99;21,215;41,755;96,7;29,07;14,772;133,05;6,407;13,495;13,378;44,03;43,785;22,515;9,248;8,54;1,9508;27,04;429,7;165,05;356,55;216,6;4,492;238,2;13,44;41,56;127,3;76,94;3,5155;107,5;88,8;73,68;6,093;122,7;25,21;143,6;3354,11
27/08/2019 12:20;85,38;20,68;262,4;123,1;122,56;66,64;192,72;58,33;66,85;4,3;60,01;79,56;40,42;28,99;21,22;41,775;96,78;29,11;14,79;132,95;6,403;13,485;13,382;44,03;43,805;22,55;9,248;8,548;1,9524;27,08;429,35;165,05;356,55;216,8;4,4925;238,2;13,445;41,58;127,6;77;3,5205;107,52;88,85;73,66;6,101;122,75;25,22;143,66;3355,32
27/08/2019 12:30;85,35;20,675;262,35;123,1;122,56;66,64;192,74;58,36;66,83;4,3;60,17;79,5;40,435;28,99;21,23;41,88;96,9;29,12;14,792;132,75;6,411;13,495;13,398;44,08;43,865;22,55;9,25;8,556;1,954;27,09;429,3;165,05;356,7;216,7;4,492;238,2;13,445;41,615;127,75;76,98;3,52;107,62;88,93;73,66;6,098;122,8;25,22;144,08;3356,51
